path	old_repo	new_repo	status	message
sovell/sovell-restaurant/sovell-restaurant-manager-admin	sovell-sovell-restaurant-sovell-restaurant-manager-admin	sovell-restaurant-sovell-restaurant-manager-admin	ok	renamed
sovell/sovell-front-project/sovell-restaurant-manager-admin	sovell-sovell-front-project-sovell-restaurant-manager-admin	sovell-front-project-sovell-restaurant-manager-admin	ok	renamed
sovell/sovell-restaurant/sovell-restaurant-manager-face	sovell-sovell-restaurant-sovell-restaurant-manager-face	sovell-restaurant-manager-face	ok	renamed
sovell/sovell-restaurant/sovell-restaurant-order-core	sovell-sovell-restaurant-sovell-restaurant-order-core	sovell-restaurant-order-core	ok	renamed
sovell/sovell-restaurant/sovell-restaurant-policy-custom	sovell-sovell-restaurant-sovell-restaurant-policy-custom	sovell-restaurant-policy-custom	ok	renamed
sovell/sovell-restaurant/sovell-restaurant-report-core	sovell-sovell-restaurant-sovell-restaurant-report-core	sovell-restaurant-report-core	ok	renamed
sovell/sovell-restaurant/sovell-retail-platform-api	sovell-sovell-restaurant-sovell-retail-platform-api	sovell-retail-platform-api	ok	renamed
sovell/sovell-restaurant/sovell-retail-platform-core	sovell-sovell-restaurant-sovell-retail-platform-core	sovell-retail-platform-core	ok	renamed
sovell/document/sovell-rst	sovell-document-sovell-rst	sovell-rst	ok	renamed
sovell/Android/5.0/SDK/sovell-sdk-aar	sovell-Android-5.0-SDK-sovell-sdk-aar	sovell-sdk-aar	ok	renamed
sovell/document/sovell-sea	sovell-document-sovell-sea	sovell-sea	ok	renamed
sovell/auto-test/sovell-service-auto-test	sovell-auto-test-sovell-service-auto-test	sovell-service-auto-test	ok	renamed
sovell/single-intell-menu/sovell-single-demeter	sovell-single-intell-menu-sovell-single-demeter	sovell-single-demeter	ok	renamed
sovell/single-intell-menu/sovell-single-demeter-api	sovell-single-intell-menu-sovell-single-demeter-api	sovell-single-demeter-api	ok	renamed
sovell/Android/5.0/sovell-supermarket	sovell-Android-5.0-sovell-supermarket	sovell-supermarket	ok	renamed
sovell/sovell-front-project/sovell-supermarket-manager	sovell-sovell-front-project-sovell-supermarket-manager	sovell-front-project-sovell-supermarket-manager	ok	renamed
sovell/sovell-restaurant/sovell-supermarket-manager	sovell-sovell-restaurant-sovell-supermarket-manager	sovell-restaurant-sovell-supermarket-manager	ok	renamed
sovell/unified_welfare/sovell-unified-welfare	sovell-unified_welfare-sovell-unified-welfare	sovell-unified-welfare	ok	renamed
sovell/unified_welfare/sovell-unified-welfare-api	sovell-unified_welfare-sovell-unified-welfare-api	sovell-unified-welfare-api	ok	renamed
sovell/document/sovell-vega	sovell-document-sovell-vega	sovell-vega	ok	renamed
sovell/vega/sovell-vega-admin	sovell-vega-sovell-vega-admin	sovell-vega-admin	ok	renamed
sovell/vega/sovell-vega-api-admin	sovell-vega-sovell-vega-api-admin	sovell-vega-api-admin	ok	renamed
sovell/vega/sovell-vega-api-datav	sovell-vega-sovell-vega-api-datav	sovell-vega-api-datav	ok	renamed
sovell/vega/sovell-vega-api-home	sovell-vega-sovell-vega-api-home	sovell-vega-api-home	ok	renamed
sovell/vega/sovell-vega-api-sovellpay	sovell-vega-sovell-vega-api-sovellpay	sovell-vega-api-sovellpay	ok	renamed
sovell/vega/sovell-vega-api-warehouse	sovell-vega-sovell-vega-api-warehouse	sovell-vega-api-warehouse	ok	renamed
sovell/vega/sovell-vega-channel-alipay	sovell-vega-sovell-vega-channel-alipay	sovell-vega-channel-alipay	ok	renamed
sovell/vega/sovell-vega-channel-bestpay	sovell-vega-sovell-vega-channel-bestpay	sovell-vega-channel-bestpay	ok	renamed
sovell/vega/sovell-vega-channel-fuioupay	sovell-vega-sovell-vega-channel-fuioupay	sovell-vega-channel-fuioupay	ok	renamed
sovell/vega/sovell-vega-channel-lklpay	sovell-vega-sovell-vega-channel-lklpay	sovell-vega-channel-lklpay	ok	renamed
sovell/vega/sovell-vega-channel-wechat	sovell-vega-sovell-vega-channel-wechat	sovell-vega-channel-wechat	ok	renamed
sovell/vega/sovell-vega-datapipeline-hbase	sovell-vega-sovell-vega-datapipeline-hbase	sovell-vega-datapipeline-hbase	ok	renamed
sovell/vega/sovell-vega-datapipeline-monitor	sovell-vega-sovell-vega-datapipeline-monitor	sovell-vega-datapipeline-monitor	ok	renamed
sovell/vega/sovell-vega-datapipeline-report	sovell-vega-sovell-vega-datapipeline-report	sovell-vega-datapipeline-report	ok	renamed
sovell/vega/sovell-vega-flink	sovell-vega-sovell-vega-flink	sovell-vega-flink	ok	renamed
sovell/vega/sovell-vega-gateway-edge	sovell-vega-sovell-vega-gateway-edge	sovell-vega-gateway-edge	ok	renamed
sovell/vega/sovell-vega-management-admin	sovell-vega-sovell-vega-management-admin	sovell-vega-management-admin	ok	renamed
sovell/vega/sovell-vega-management-merchant	sovell-vega-sovell-vega-management-merchant	sovell-vega-management-merchant	ok	renamed
sovell/vega/sovell-vega-queue-edge	sovell-vega-sovell-vega-queue-edge	sovell-vega-queue-edge	ok	renamed
sovell/vega/sovell-vega-screen-pay	sovell-vega-sovell-vega-screen-pay	sovell-vega-screen-pay	ok	renamed
sovell/vega/sovell-vega-service-authorize	sovell-vega-sovell-vega-service-authorize	sovell-vega-service-authorize	ok	renamed
sovell/vega/sovell-vega-service-bill	sovell-vega-sovell-vega-service-bill	sovell-vega-service-bill	ok	renamed
sovell/vega/sovell-vega-service-customer	sovell-vega-sovell-vega-service-customer	sovell-vega-service-customer	ok	renamed
sovell/vega/sovell-vega-service-datapipeline	sovell-vega-sovell-vega-service-datapipeline	sovell-vega-service-datapipeline	ok	renamed
sovell/vega/sovell-vega-service-merchant	sovell-vega-sovell-vega-service-merchant	sovell-vega-service-merchant	ok	renamed
sovell/vega/sovell-vega-service-trade	sovell-vega-sovell-vega-service-trade	sovell-vega-service-trade	ok	renamed
sovell/unified_welfare/sovell-welfare-go	sovell-unified_welfare-sovell-welfare-go	sovell-welfare-go	ok	renamed
sovell/unified_welfare/sovell-welfare-go-clientapi	sovell-unified_welfare-sovell-welfare-go-clientapi	sovell-welfare-go-clientapi	ok	renamed
sovell/unified_welfare/sovell-welfare-go-docking	sovell-unified_welfare-sovell-welfare-go-docking	sovell-welfare-go-docking	ok	renamed
sovell/unified_welfare/sovell-welfare-go-report	sovell-unified_welfare-sovell-welfare-go-report	sovell-welfare-go-report	ok	renamed
sovell/unified_welfare/sovell-welfare-go-unified	sovell-unified_welfare-sovell-welfare-go-unified	sovell-welfare-go-unified	ok	renamed
sovell/unified_welfare/sovell-welfare-report	sovell-unified_welfare-sovell-welfare-report	sovell-welfare-report	ok	renamed
sovell/atlantis/sovell-zeus	sovell-atlantis-sovell-zeus	sovell-zeus	ok	renamed
sovell/intell-menu/stand-food	sovell-intell-menu-stand-food	stand-food	ok	renamed
sovell/Android/5.0/store/store-intelligent-bound	sovell-Android-5.0-store-store-intelligent-bound	store-intelligent-bound	ok	renamed
sovell/third_custom/szgyy	sovell-third_custom-szgyy	szgyy	ok	renamed
sovell/Android/5.0/take-cabinet	sovell-Android-5.0-take-cabinet	take-cabinet	ok	renamed
sovell/third_custom/tes-tec	sovell-third_custom-tes-tec	tes-tec	ok	renamed
sovell/default/test	sovell-default-test	default-test	ok	renamed
sovell/idish6/test	sovell-idish6-test	idish6-test	ok	renamed
sovell/Android/5.0/airecognition/vision-settlement-console	sovell-Android-5.0-airecognition-vision-settlement-console	vision-settlement-console	ok	renamed
sovell/Android/5.0/airecognition/vision-settlement-registration	sovell-Android-5.0-airecognition-vision-settlement-registration	vision-settlement-registration	ok	renamed
sovell/idish3.0/web_plugins	sovell-idish3.0-web_plugins	web_plugins	ok	renamed
sovell/idish3.0/web2016	sovell-idish3.0-web2016	web2016	ok	renamed
sovell/Android/5.0/WebApp	sovell-Android-5.0-WebApp	WebApp	ok	renamed
sovell/Android/5.0/weight-production	sovell-Android-5.0-weight-production	weight-production	ok	renamed
sovell/Android/5.0/weightself	sovell-Android-5.0-weightself	weightself	ok	renamed
sovell/Android/5.0/tools-demo/weighttool	sovell-Android-5.0-tools-demo-weighttool	weighttool	ok	renamed
sovell/unified_welfare/welfare-go-devops	sovell-unified_welfare-welfare-go-devops	welfare-go-devops	ok	renamed
sovell/third_custom/wetown_electric	sovell-third_custom-wetown_electric	wetown_electric	ok	renamed
sovell/document/yiyakeji	sovell-document-yiyakeji	yiyakeji	ok	renamed
sovell/Android/5.0/tools-demo/zheng_yuan_40_tool	sovell-Android-5.0-tools-demo-zheng_yuan_40_tool	zheng_yuan_40_tool	ok	renamed
sovell/Android/5.0/army/zhongyisystemintegration/zy_integrated-_action	sovell-Android-5.0-army-zhongyisystemintegration-zy_integrated-_action	zy_integrated-_action	ok	renamed
sovell/Android/5.0/zhengyuantech_group_5.0/zy-integrated-produce-console	sovell-Android-5.0-zhengyuantech_group_5.0-zy-integrated-produce-console	zy-integrated-produce-console	ok	renamed
sovell/Android/5.0/zhengyuantech_group_5.0/zy-settlement-console-5.0	sovell-Android-5.0-zhengyuantech_group_5.0-zy-settlement-console-5.0	zy-settlement-console-5.0	ok	renamed
sovell/Android/5.0/zhengyuantech_group_5.0/zy-settlement-console-desk-5.0	sovell-Android-5.0-zhengyuantech_group_5.0-zy-settlement-console-desk-5.0	zy-settlement-console-desk-5.0	ok	renamed
sovell/Android/5.0/zhengyuantech_group_5.0/zy-tray-bind-5.0	sovell-Android-5.0-zhengyuantech_group_5.0-zy-tray-bind-5.0	zy-tray-bind-5.0	ok	renamed
sovell/Android/5.0/zhengyuantech_group_5.0/zy-tray-mini-weight-5.0	sovell-Android-5.0-zhengyuantech_group_5.0-zy-tray-mini-weight-5.0	zy-tray-mini-weight-5.0	ok	renamed
